,timeEDT,flightID,latitude,longitude,speed,altitude_m,radius,phi,theta,distance,timeInterval,avgSpeed
8755,79068,855,32.9997334313855,-97.0285176851301,0.0223606797749978,119.4,6378256.4,1.4481255516547265,2.1467503274530197,0.0,4.0,0.0
8756,79072,855,32.9997334313855,-97.0285176851301,0.0,119.4,6378256.4,1.4481255516547265,2.1467503274530197,0.5590169943749475,4.0,0.13975424859373686
8757,79076,855,32.9997334313855,-97.0285119555522,0.0223606797749978,119.3,6378256.3,1.4481256516547252,2.1467503274530197,0.0,4.0,0.0
8758,79080,855,32.9997334313855,-97.0285119555522,0.0316227766016837,119.3,6378256.3,1.4481256516547252,2.1467503274530197,0.125,2.0,0.0625
8759,79082,855,32.9997334313855,-97.0285119555522,0.02,119.4,6378256.4,1.4481256516547252,2.1467503274530197,0.0,14.0,0.0
8760,79096,855,32.9997334313855,-97.0285119555522,0.0,119.4,6378256.4,1.4481256516547252,2.1467503274530197,0.0,2.0,0.0
8761,79098,855,32.9997334313855,-97.0285119555522,0.0316227766016837,119.4,6378256.4,1.4481256516547252,2.1467503274530197,0.0,4.0,0.0
8762,79102,855,32.9997334313855,-97.0285119555522,0.02,119.4,6378256.4,1.4481256516547252,2.1467503274530197,0.0,2.0,0.0
8763,79104,855,32.9997334313855,-97.0285119555522,0.02,119.4,6378256.4,1.4481256516547252,2.1467503274530197,0.5590169943749475,4.0,0.13975424859373686
8764,79108,855,32.9997334313855,-97.0285176851301,0.0141421356237309,119.5,6378256.5,1.4481255516547265,2.1467503274530197,0.125,6.0,0.020833333333333332
8765,79114,855,32.9997334313855,-97.0285176851301,0.03,119.4,6378256.4,1.4481255516547265,2.1467503274530197,0.21650635094610965,4.0,0.05412658773652741
8766,79118,855,32.9997334313855,-97.0285176851301,0.01,119.2,6378256.2,1.4481255516547265,2.1467503274530197,0.21650635094610965,10.0,0.021650635094610966
8767,79128,855,32.9997334313855,-97.0285176851301,0.0,119.4,6378256.4,1.4481255516547265,2.1467503274530197,0.0,2.0,0.0
8768,79130,855,32.9997334313855,-97.0285176851301,0.0223606797749978,119.4,6378256.4,1.4481255516547265,2.1467503274530197,0.0,2.0,0.0
8769,79132,855,32.9997334313855,-97.0285176851301,0.0223606797749978,119.4,6378256.4,1.4481255516547265,2.1467503274530197,0.125,4.0,0.03125
8770,79136,855,32.9997334313855,-97.0285176851301,0.01,119.3,6378256.3,1.4481255516547265,2.1467503274530197,0.0,4.0,0.0
8771,79140,855,32.9997334313855,-97.0285176851301,0.01,119.3,6378256.3,1.4481255516547265,2.1467503274530197,0.0,6.0,0.0
8772,79146,855,32.9997334313855,-97.0285176851301,0.0316227766016837,119.3,6378256.3,1.4481255516547265,2.1467503274530197,0.125,24.0,0.005208333333333333
8773,79170,855,32.9997334313855,-97.0285176851301,0.0141421356237309,119.4,6378256.4,1.4481255516547265,2.1467503274530197,0.0,2.0,0.0
8774,79172,855,32.9997334313855,-97.0285176851301,0.0141421356237309,119.4,6378256.4,1.4481255516547265,2.1467503274530197,0.0,2.0,0.0
8775,79174,855,32.9997334313855,-97.0285176851301,0.01,119.4,6378256.4,1.4481255516547265,2.1467503274530197,0.0,10.0,0.0
8776,79184,855,32.9997334313855,-97.0285176851301,0.0141421356237309,119.4,6378256.4,1.4481255516547265,2.1467503274530197,26.499705187039346,12.0,2.208308765586612
8777,79196,855,32.9997334313855,-97.0285176851301,0.01,92.9,6378229.9,1.4481255516547265,2.1467503274530197,14.900188757193648,4.0,3.725047189298412
8778,79200,855,32.9997334313855,-97.0285176851301,0.0,78.0,6378215.0,1.4481255516547265,2.1467503274530197,22.89991812212437,9.0,2.5444353469027075
8779,79209,855,32.9997334313855,-97.0285176851301,0.0223606797749978,55.1,6378192.1,1.4481255516547265,2.1467503274530197,19.199609371026277,3.0,6.399869790342092
8780,79212,855,32.9997334313855,-97.0285176851301,0.02,35.9,6378172.9,1.4481255516547265,2.1467503274530197,15.422690264671726,5.0,3.084538052934345
8781,79217,855,32.9997391609634,-97.0285119555522,0.04,20.5,6378157.5,1.4481256516547252,2.1467504274530187,5.702247363978522,6.0,0.950374560663087
8782,79223,855,32.9997620792753,-97.0285119555522,0.962548700066651,15.4,6378152.4,1.4481256516547252,2.1467508274530207,0.0,,
8783,84732,856,32.9696073104831,-96.9029883616515,0.0223606797749978,20.8,6378157.8,1.4503164516572287,2.1462245274524188,0.0,,
8784,79604,857,33.0349588766704,-96.904277516692,0.01,56.5,6378193.5,1.4502939516572035,2.1473651274537224,0.0,,
8785,79701,858,32.7918758022304,-97.0876984958568,0.0632455532033675,100.9,6378237.9,1.4470926516535458,2.143122527448874,132.6004336342834,27.0,4.911127171640126
8786,79728,858,32.7919789346336,-97.0862890196792,10.0169705999368,93.6,6378230.6,1.447117251653573,2.1431243274488754,0.0,,
8787,74507,859,32.968249400507,-97.1456589064785,16.6409284596743,121.0,6378258.0,1.446081051652389,2.1462008274523905,0.0,,
8788,80956,860,32.9684384765797,-96.9017221249228,0.148660687473185,32.4,6378169.4,1.4503385516572544,2.1462041274523957,22.23489655923769,38.0,0.5851288568220445
8789,80994,860,32.9684442061576,-96.9017335840787,0.0141421356237309,54.6,6378191.6,1.4503383516572543,2.1462042274523947,0.5590169943749475,26.0,0.02150065362980567
8790,81020,860,32.9684442061576,-96.9017278545007,0.0412310562561766,54.8,6378191.8,1.450338451657255,2.1462042274523947,0.0,,
8791,77659,861,33.1437119958884,-97.0414321538472,0.01,130.6,6378267.6,1.4479001516544672,2.1492632274558905,0.0,,
8792,81148,862,32.8927049151327,-97.1903553441277,0.151327459504215,33.9,6378170.9,1.4453009516514983,2.144882327450884,8.200609733428363,2.0,4.100304866714182
8793,81150,862,32.8927049151327,-97.1903553441277,0.0848528137423857,42.1,6378179.1,1.4453009516514983,2.144882327450884,3.8017265814363874,2.0,1.9008632907181937
8794,81152,862,32.8926991855548,-97.1903954511734,4.9852783272351,42.2,6378179.2,1.4453002516514977,2.144882227450885,15.212042926576299,4.0,3.8030107316440747
8795,81156,862,32.8926762672429,-97.1905558793562,9.23515565651169,42.0,6378179.0,1.445297451651495,2.1448818274508836,46.556585194792795,16.0,2.9097865746745497
8796,81172,862,32.8925903235736,-97.1910314343267,0.02,32.0,6378169.0,1.4452891516514852,2.144880327450883,19.011098732056492,48.0,0.3960645569178436
8797,81220,862,32.8925444869499,-97.1912205103993,0.126491106406735,27.2,6378164.2,1.4452858516514815,2.1448795274508816,14.699596082886087,6.0,2.4499326804810146
8798,81226,862,32.8925444869499,-97.1912205103993,0.05,41.9,6378178.9,1.4452858516514815,2.1448795274508816,17.199654793047447,8.0,2.149956849130931
8799,81234,862,32.8925444869499,-97.1912205103993,0.0360555127546398,59.1,6378196.1,1.4452858516514815,2.1448795274508816,120.02974891667482,20.0,6.001487445833741
8800,81254,862,32.8928137771139,-97.1899771919825,2.81455147403631,60.4,6378197.4,1.4453075516515055,2.1448842274508864,4.470388685561916,2.0,2.235194342780958
8801,81256,862,32.8928252362698,-97.1899313553588,1.39463256809813,60.4,6378197.4,1.4453083516515073,2.1448844274508865,0.5448623679425842,4.0,0.13621559198564606
8802,81260,862,32.8928252362698,-97.1899256257809,0.03,60.3,6378197.3,1.445308451651506,2.1448844274508865,1.4469796128487782,2.0,0.7234898064243891
8803,81262,862,32.8928309658478,-97.1899256257809,0.0223606797749978,59.0,6378196.0,1.445308451651506,2.144884527450887,14.110058469049658,6.0,2.351676411508276
8804,81268,862,32.8928309658478,-97.1899198962029,0.0412310562561766,44.9,6378181.9,1.445308551651507,2.144884527450887,8.62318821550359,2.0,4.311594107751795
8805,81270,862,32.8928252362698,-97.1899198962029,0.08,36.3,6378173.3,1.445308551651507,2.1448844274508865,6.830538046157125,2.0,3.4152690230785625
8806,81272,862,32.8928309658478,-97.1899198962029,0.0316227766016837,29.5,6378166.5,1.445308551651507,2.144884527450887,0.0,,
8807,81714,863,32.9615572534523,-97.091210727145,0.0316227766016837,16.5,6378153.5,1.4470313516534752,2.1460840274522583,0.0,,
8808,82353,864,32.8613755828592,-97.1195778676143,0.0,68.7,6378205.7,1.4465362516529099,2.1443355274502602,24.714305068117937,18.0,1.3730169482287744
8809,82371,864,32.8613698532812,-97.1195835971923,0.0640312423743284,44.0,6378181.0,1.4465361516529094,2.144335427450259,0.0,,
8810,80328,865,33.0579459434373,-97.0685502463217,0.07,38.8,6378175.8,1.4474268516539264,2.1477663274541805,9.438120840506334,4.0,2.3595302101265836
8811,80332,865,33.0579402138593,-97.0685445167437,0.121655250605964,48.2,6378185.2,1.4474269516539275,2.1477662274541798,25.713566458194787,10.0,2.5713566458194785
8812,80342,865,33.0579459434373,-97.0685387871658,0.058309518948453,73.9,6378210.9,1.4474270516539265,2.1477663274541805,0.125,4.0,0.03125
8813,80346,865,33.0579459434373,-97.0685387871658,0.220227155455452,73.8,6378210.8,1.4474270516539265,2.1477663274541805,0.0,4.0,0.0
8814,80350,865,33.0579459434373,-97.0685387871658,0.2,73.8,6378210.8,1.4474270516539265,2.1477663274541805,0.0,2.0,0.0
8815,80352,865,33.0579459434373,-97.0685387871658,0.0447213595499957,73.8,6378210.8,1.4474270516539265,2.1477663274541805,0.414578098794425,2.0,0.2072890493972125
8816,80354,865,33.0579459434373,-97.0685387871658,0.058309518948453,73.4,6378210.4,1.4474270516539265,2.1477663274541805,21.70613392569022,30.0,0.7235377975230074
8817,80384,865,33.0579459434373,-97.0685445167437,0.01,95.1,6378232.1,1.4474269516539275,2.1477663274541805,0.125,28.0,0.004464285714285714
8818,80412,865,33.0579459434373,-97.0685445167437,0.110453610171872,95.0,6378232.0,1.4474269516539275,2.1477663274541805,0.125,2.0,0.0625
8819,80414,865,33.0579459434373,-97.0685445167437,0.08,95.1,6378232.1,1.4474269516539275,2.1477663274541805,0.0,39.0,0.0
8820,80453,865,33.0579459434373,-97.0685445167437,0.0282842712474619,95.1,6378232.1,1.4474269516539275,2.1477663274541805,0.0,32.0,0.0
8821,80485,865,33.0579459434373,-97.0685445167437,0.0,95.1,6378232.1,1.4474269516539275,2.1477663274541805,0.649519052838329,10.0,0.0649519052838329
8822,80495,865,33.0579402138593,-97.0685445167437,0.0360555127546398,95.1,6378232.1,1.4474269516539275,2.1477662274541798,0.8477912478906585,4.0,0.21194781197266463
8823,80499,865,33.0579344842814,-97.0685502463217,0.612698947281615,95.2,6378232.2,1.4474268516539264,2.1477661274541804,0.7071067811865476,16.0,0.04419417382415922
8824,80515,865,33.0579287547034,-97.0685502463217,0.0806225774829855,95.5,6378232.5,1.4474268516539264,2.1477660274541797,0.0,10.0,0.0
8825,80525,865,33.0579287547034,-97.0685502463217,0.0282842712474619,95.5,6378232.5,1.4474268516539264,2.1477660274541797,0.1767766952966369,4.0,0.04419417382415922
8826,80529,865,33.0579287547034,-97.0685502463217,0.0447213595499957,95.7,6378232.7,1.4474268516539264,2.1477660274541797,0.0,,
8827,63784,866,32.7523302551653,-97.3425272051104,0.10770329614269,44.2,6378181.2,1.4426450516484632,2.1424323274480854,0.0,,
8828,73373,867,32.7145150406434,-97.3349469734721,0.0905538513813741,24.2,6378161.2,1.442777351648615,2.1417723274473306,0.0,,
8829,81823,868,32.9748212264247,-96.8878565462648,0.190262975904404,12.2,6378149.2,1.4505805516575305,2.146315527452522,0.6123724356957945,2.0,0.30618621784789724
8830,81825,868,32.9748212264247,-96.8878565462648,0.0905538513813741,12.8,6378149.8,1.4505805516575305,2.146315527452522,0.8003905296791061,2.0,0.40019526483955303
8831,81827,868,32.9748212264247,-96.8878565462648,0.121655250605964,13.6,6378150.6,1.4505805516575305,2.146315527452522,0.0,,
8832,79154,869,32.769496070727,-96.8095561338927,9.61948543322354,119.9,6378256.9,1.4519471516590932,2.1427319274484273,80.64486189460554,42.0,1.92011575939537
8833,79196,869,32.7688600875737,-96.8099686635057,0.02,120.0,6378257.0,1.451939951659084,2.142720827448415,0.6959705453537527,16.0,0.04349815908460954
8834,79212,869,32.7688600875737,-96.8099686635057,0.0316227766016837,119.3,6378256.3,1.451939951659084,2.142720827448415,0.0,,
8835,78759,870,32.7802848660216,-97.0824559320254,3.47223271109526,6.8,6378143.8,1.4471841516536497,2.142920227448642,0.0,,
8836,61033,871,32.9302966761142,-96.8473656188366,0.02,70.1,6378207.1,1.4512872516583386,2.1455384274516343,0.0,,
8837,20674,872,32.9226992557421,-96.9715885985409,0.0316227766016837,30.0,6378167.0,1.4491191516558606,2.1454058274514827,0.0,6.0,0.0
